Time,IDFA
5/22/17 20:03,46C8CA51-A656-447F-AEC3-B005D3A9A5F8
5/22/17 20:03,225E0754-ED7A-4BB7-845A-A4F3DF5EC374
5/22/17 20:03,FF381AD8-BDC7-44F5-9866-DCAA6D00FB7C
5/22/17 20:03,0ACBEA6F-6E5B-484F-B17E-C1606CA8650B
5/22/17 20:03,72C835DC-75FA-46E8-91C9-13FE519464B8
5/22/17 20:03,7BE6B189-8D0A-4D7A-8283-8542A4C39A21
5/22/17 20:03,69714A17-1331-4DF0-8D00-5244499A6731
5/22/17 20:04,F74E7428-9F63-4412-8D3F-D64BF6C554E5
5/22/17 20:04,1390C908-7044-46E0-B3E3-5767DD52E8F1
5/22/17 20:04,1AA78182-B24D-4B84-9DE0-E7A3B720E8A3
5/22/17 20:04,A768F674-B447-4C6A-A5AA-0F27F780482E
5/22/17 20:04,5C321575-AB9B-4BA8-BF46-F6C6D09B1D75
5/22/17 20:04,43EE7415-C157-473C-84F6-28C0D5B94057
5/22/17 20:04,A8ACC86B-15A1-493A-A3ED-F8E50D015FC5
5/22/17 20:04,471D63CC-CB31-47F5-885C-FAB18C4713D0
5/22/17 20:04,2E7FA68A-198B-44D1-B010-40DC278B1082
5/22/17 20:04,77951E75-915B-4310-B23F-AF35E0B2AF48
5/22/17 20:04,AF4245B6-DB7A-469D-9B93-80E53277E887
5/22/17 20:04,9AAA7384-B6C6-4871-8B96-6668EB51798F
5/22/17 20:04,31E94C42-9AD6-49E5-BEEB-181B224280EF
5/22/17 20:04,DA76EAE1-4D80-4333-BA1A-5ABA3E48A0C8
5/22/17 20:04,FDB147BF-696F-49E8-9E94-E0A3ABA9303B
5/22/17 20:04,F3B55CFB-2915-4892-97F5-FE6866DE7140
5/22/17 20:04,45893A32-2D28-411E-8312-1F4AFC2EE138
5/22/17 20:04,05FDB7B8-8A40-4E31-9A6A-7BCCE17FFBC8
5/22/17 20:04,63981375-0B7F-4A68-9263-9020019AEF8E
5/22/17 20:04,0F60A1B8-38E7-4E06-99E2-349BD824DD00
5/22/17 20:04,3F5C4A0F-706C-4009-A2AA-72C643274F1D
5/22/17 20:04,CDD013B8-C107-46F3-B799-A04A3F9B2977
5/22/17 20:04,B2C35702-0A1D-4AD8-BC03-0DEF6C875791
5/22/17 20:04,57D38317-0184-4747-A23D-365AF69D411F
5/22/17 20:04,8DF49031-5FD3-45B4-A5BE-4C9FD01BF2CF
5/22/17 20:04,01B78A41-CE5E-4A09-BBB1-6DC3222A5C77
5/22/17 20:04,EDCEF3E5-9E8F-4B08-937F-6F62F85F184E
5/22/17 20:04,D0D4A253-9C1D-47ED-A9C5-C0704912E013
5/22/17 20:04,B8C8A107-E724-49FD-99AE-F0E4F8BB442E
5/22/17 20:04,827151F9-78E9-4D34-B7B6-5701A879AB73
5/22/17 20:04,48007C07-C6E1-46DF-B861-54A3FCB3F756
5/22/17 20:04,88FDD4D2-951E-4CEF-937F-5B951D4B8163
5/22/17 20:04,1D589B25-491A-49C6-852B-6B80F7055946
5/22/17 20:04,68BA3464-E9A5-483D-BAE6-EFCF6EDE17DD
5/22/17 20:04,3C1E0F09-5ACF-4C21-A5AD-30B0FFA94577
5/22/17 20:04,9B82BB6E-8B68-4187-8DD5-A47DCD80EECF
5/22/17 20:04,0A7B237B-DEE5-4A7B-A708-162B3DF7EE9F
5/22/17 20:04,53DFC575-0C27-48A3-9E32-82FD5F2B9898
5/22/17 20:04,4E9EE69E-A382-4E8C-B8FF-5D08E5236E68
5/22/17 20:04,B013022F-462A-4EE2-B7E0-DC581D5284C1
5/22/17 20:04,F1F44B2A-E579-4B88-91A0-39EDF013D428
5/22/17 20:04,81D534C6-93E5-489D-93C7-ABD9A92E9204
5/22/17 20:04,EA9539E1-8E94-4B52-9E38-02C859C126E8
5/22/17 20:04,AD8297EE-1619-4004-8AC2-FBD782980A51
5/22/17 20:04,62829E18-41E0-4436-9F63-1C1A56F88499
5/22/17 20:04,673D314A-E7E3-4428-947E-F6C893A61665
5/22/17 20:04,05300CA6-4343-4373-B92C-A11444FD2F01
5/22/17 20:04,11450BBE-61A5-4368-9A4B-BDA5ED61A301
5/22/17 20:04,1C3FB94C-29DD-4E47-AC1E-18820F22E859
5/22/17 20:04,CE83D546-3272-4843-BFF5-20BDEE905363
5/22/17 20:04,DFD72A31-8BAE-47B8-9354-E3E309A195EA
5/22/17 20:04,5D8432F0-8869-4570-8554-AC5E6DC8AD72
5/22/17 20:04,5940FBD3-507B-42BB-B3B3-4BF2EB403559
5/22/17 20:04,123FBF89-B077-4E2F-93C7-7533C98206FB
5/22/17 20:04,8AC505C2-D66E-4CFC-9092-B35557268B50
5/22/17 20:04,9BBA3391-7E07-4468-B96C-3842FBCBEA3D
5/22/17 20:04,949F7BAE-FD5E-4350-8179-CC07AB9BD768
5/22/17 20:04,BC516E57-DBA4-4E48-881B-7AC6E703DB6D
5/22/17 20:04,4A9F9102-47F8-4824-B8C3-87E4311C67F6
5/22/17 20:04,4B2FDA59-9B26-4671-8E2B-AB42CFCA00C3
5/22/17 20:04,9068B102-F81A-4DA2-A55B-2A7D0BCF1105
5/22/17 20:04,A4FB8626-A7D0-4A59-9700-37B38E4CD639
5/22/17 20:04,9B2313DC-0036-4AB1-AEFC-92C18DEC2E99
5/22/17 20:05,034437A5-CA47-4F9B-B38C-FE461FA04FFB
5/22/17 20:05,8522FAEF-6FA7-4378-80E8-8F2EA4874E57
5/22/17 20:05,A1F4BC2A-81E9-4E6C-890D-486013157207
5/22/17 20:05,79106653-ED70-40F4-B0D3-366524BB482D
5/22/17 20:05,5362086A-99B2-4531-8FFF-38B54FEA7F3D
5/22/17 20:05,817D0469-1BCE-4B74-91B9-13F07C2DD776
5/22/17 20:05,755FD706-F8C3-48F6-904C-282DB189A85E
5/22/17 20:05,170A29B5-5094-402F-A4EC-350F50967D14
5/22/17 20:05,8F57F749-EADB-48D9-8561-E489347AB3C6
5/22/17 20:05,1B2B984D-A36D-430A-8A53-AC5CF1E6EEBE
5/22/17 20:05,CAD11EE0-1BA2-4BAD-B7C5-61F82F594698
5/22/17 20:05,305529EB-F8E8-49BC-9AC9-0669E305A12D
5/22/17 20:05,3A51289D-68CF-43F8-A57A-47A4A81FB503
5/22/17 20:05,D0FAAD07-4540-4D99-94BF-5F2219E22F7F
5/22/17 20:05,6BE2BB69-96FA-4F4C-B1DD-18DB138B831A
5/22/17 20:05,D627601C-9B5C-47BE-A212-40B9E066048E
5/22/17 20:05,3F5D64A1-B980-4138-B2AA-3245D1F4D9C0
5/22/17 20:05,C8C89984-C9BE-42D4-BE8D-942041254198
5/22/17 20:05,A6CE3944-D1AD-4AFC-89D2-FEAFD35A3CFB
5/22/17 20:05,9F2F6E4A-C04F-4DDE-BDD6-B3651BE77A1B
5/22/17 20:05,19295BCC-7570-4A6F-8155-D733D2F28F33
5/22/17 20:05,002A9911-9FC9-443E-8995-D936EC44DA49
5/22/17 20:05,FA709B53-E43E-4C68-AC6F-7E6E7FEDD503
5/22/17 20:05,8AAEFE06-C5D5-408C-A5F8-C31F85282C51
5/22/17 20:05,5FBED275-3C79-4C7C-988C-E9A033C13E67
5/22/17 20:05,A3A6CF36-3CB5-4526-BB3C-32E00553709A
5/22/17 20:05,6E6A1654-2ACF-4E0A-A749-F3611E43863C
5/22/17 20:05,3BD41465-6798-4643-93EB-70A3599E5924
5/22/17 20:05,6922A81A-9394-4EBC-8F0F-BDD6AE71BF07
5/22/17 20:05,F585716E-FF7B-40CB-9A1C-A5CB0372BC8E
5/22/17 20:05,69B4E3DD-CFEC-441D-B297-90EA28A95B61
5/22/17 20:05,5D2C83C3-4FF3-4312-87E1-E4B77836A9D6
5/22/17 20:05,46E2D5E3-2CB9-44AE-B94C-2883604305B5
5/22/17 20:05,DB0DD67A-730A-4C43-85B1-ABF6C63C969B
5/22/17 20:05,C23C3626-5049-4B1E-99EB-4ADEE5092B45
5/22/17 20:05,732EB88A-0E4D-4F89-AEB6-FF61AEC9638C
5/22/17 20:05,6984B9A2-DCFE-476A-9FF2-CA10F4151780
5/22/17 20:05,C061E16A-C218-40C3-968D-DBE2EB218521
5/22/17 20:06,883B1C59-E48F-48B3-A388-7F98804F0D12
5/22/17 20:06,F3E9D717-3F01-4E99-8DBC-D852CB18853C
5/22/17 20:06,E7AE1B6B-3637-4763-9596-E373229284C8
5/22/17 20:06,0E381365-6444-495E-9878-F3B2B60D2FB2
5/22/17 20:06,5D4C4281-61A1-45FE-8588-1B7CDB7A73D8
5/22/17 20:06,1126656C-2E9D-4164-987F-CD2229B97FD5
5/22/17 20:06,CDD931D8-8B6A-48D2-A4A1-2DE8DEC455DA
5/22/17 20:06,69F7D169-3DAB-4E30-8906-A0B6A7EADCFE
5/22/17 20:06,11341C71-1D96-436A-A277-28DBDF8E8836
5/22/17 20:06,03CCC99F-67A4-4BE3-8134-C648F2343222
5/22/17 20:06,46F5CFC7-A33A-4CE4-9E64-FA8C1DBFEFF2
5/22/17 20:06,D7CFB079-4E53-48ED-BE6A-8207F20AB7BF
5/22/17 20:06,1D71C99E-9965-48F3-AAE8-23599E635393
5/22/17 20:06,BCC76113-FA22-41E4-B58F-6322FC6848DC
5/22/17 20:06,B913A90B-79BC-411E-AAAD-AF4FDBE2B5AB
5/22/17 20:06,58845425-C9BD-4FE1-9B82-939890DE3E6B
5/22/17 20:06,DF2E79C6-C2B6-4458-B0F4-4F154F2456A3
5/22/17 20:06,D8A4A089-E908-4D22-9B9F-85D690DC860A
5/22/17 20:06,F2C6208B-3EAA-445C-9EB3-A0C44A07A1C8
5/22/17 20:06,217A87EF-8BA7-4AFB-9500-B81F4CCCCF04
5/22/17 20:06,34FFE4B5-763B-497A-AB45-8787249CA961
5/22/17 20:06,1372452F-CC07-43A0-BAA6-83EAB800DEE6
5/22/17 20:06,CDDFDF53-B974-4CD9-879D-BE3BBF259F64
5/22/17 20:06,7BB76509-BD10-456B-AD74-728A5E9F33ED
5/22/17 20:06,6E10E26C-057D-4E80-A5A6-6FE5EA3A7A49
5/22/17 20:06,9488978C-BA6C-4CB9-B940-38A360178D3B
5/22/17 20:06,5E94633B-0CB2-46D0-8A5F-CE7CBB31E07F
5/22/17 20:06,4262A477-9E2E-44DD-82E8-40AE9FE4F56C
5/22/17 20:06,B0ECF409-20DE-47CA-8B67-71D9CABCAEC1
5/22/17 20:06,0BD88287-7C4C-4194-B489-391B386D7038
5/22/17 20:06,9118BA26-6B44-41B0-9283-028A55B7D9AE
5/22/17 20:06,05D872FD-8F0F-4979-AC07-47E0F609294F
5/22/17 20:06,B2A95EDA-1DA1-4D75-B178-5C171035C6BD
5/22/17 20:06,D84E7D94-4A50-4088-9BCF-C2C2CE5E545A
5/22/17 20:06,32D46EA0-4BDD-4254-AC7C-884566DA2077
5/22/17 20:06,AA11B2DC-A173-4DB6-8A43-663B9BA94582
5/22/17 20:06,76E78B28-2E47-4EC2-9791-F35C35E00474
5/22/17 20:06,F3BF5AD3-124C-4639-BF10-BF3A199F0E4A
5/22/17 20:06,32A15B6F-99DE-4CAE-AAE7-4B04A62E316F
5/22/17 20:06,F2C4D4D2-E93D-4332-8A8C-F57F30B6C738
5/22/17 20:06,25127188-6D8B-4F05-9EE6-3435ADEEF45D
5/22/17 20:06,63797C8E-B5C7-4782-9FE9-296C80BF3CFE
5/22/17 20:06,32DE0876-5846-4EC9-80D6-F882C6467ECB
5/22/17 20:06,A1E7DD50-C9D3-405A-857E-218ED80F1414
5/22/17 20:06,62B7FFD9-3EC9-4B61-B115-06752392A20C
5/22/17 20:06,E88B6D98-CA29-4FF2-AB84-A7DE6E042EC2
5/22/17 20:06,55DE1778-5C64-4E05-908A-C7A9390EC709
5/22/17 20:06,A574A350-1DFC-4D37-BE0F-174F1E5B7A52
5/22/17 20:06,E74CBA12-049C-4838-AF44-BFC98DC25832
5/22/17 20:06,48C80A22-0A4F-496F-89CE-207A492F3CD1
5/22/17 20:06,DEDA9D71-AB9D-4A03-AAB8-DE259501DC6B
5/22/17 20:06,5CC20053-571D-41D2-AE11-ACAD060AE2FB
5/22/17 20:07,3E373D05-A48A-42FC-B05F-36C723804AE3
5/22/17 20:07,6BCCD1D8-6247-4670-8424-0F472986EF40
5/22/17 20:07,DB2E2D98-16E0-403C-B59A-1C858AC59840
5/22/17 20:07,0DBAFE08-0051-4BC3-9DF5-CCAB6D5F957A
5/22/17 20:07,821CA198-E152-41AA-9015-50998E075991
5/22/17 20:07,3BD0EE53-B933-43CC-857D-3B1FF75D41C9
5/22/17 20:07,44E74F9B-F274-45E9-B7D7-B7A7FBF36B59
5/22/17 20:07,0123308A-7AB7-4082-BC3C-2816F7B1B389
5/22/17 20:07,F4CAC170-5A60-430E-9078-D11788FC9C46
5/22/17 20:07,99A5D811-AF5B-4A90-A668-C1ACECAD520F
5/22/17 20:07,9E89CD92-C27C-4117-905C-CC8FCB3DBB8F
5/22/17 20:07,43C70367-4CE0-43F9-B44E-DD449984B2EC
5/22/17 20:07,E87C0470-48D6-4D68-879B-2FFC81C93A4B
5/22/17 20:07,58F21922-22BE-4576-8C7F-BE7A9486D513
5/22/17 20:07,48BFBA5B-EB48-4D0B-B406-A1FE332A7F4D
5/22/17 20:07,EF2E600E-13C6-4152-AF62-795E793A7E17
5/22/17 20:07,758D5163-AB5A-4BC5-A0CB-2B9A0CE6F1D6
5/22/17 20:07,C3F7D907-317E-4C98-821C-A432560DD2F2
5/22/17 20:07,39BD6958-F9E6-4D2A-A770-29F89DC97BA5
5/22/17 20:07,C95A3A93-9808-4883-8A42-1935255D9DDF
5/22/17 20:07,5ADAFE7A-1CDB-4EC7-AF07-AFA9AC115079
5/22/17 20:07,EFF25C4A-7E8C-42C0-ACE0-979BD4C04DD0
5/22/17 20:07,A1112CCB-CDDF-4F46-AEAA-F9670C3617DE
5/22/17 20:07,FB7E8528-B167-440C-9ACA-B4186EA1BDD9
5/22/17 20:07,8FCB7A8D-C583-49ED-BBCB-B4DF78DF2F3E
5/22/17 20:07,5D569C7E-93CD-41FE-93B9-D25F5F466A36
5/22/17 20:07,50176751-EBE0-4176-996F-C4CDA443B320
5/22/17 20:07,A70343A3-32E1-426B-AE0C-46C740E97448
5/22/17 20:07,D1443045-043D-4695-87EB-77E4E27044A6
5/22/17 20:07,706F34F7-AD5D-47EC-8711-A441AEFD233E
5/22/17 20:07,CE2DD139-8CCF-4331-92D8-84989C4B7270
5/22/17 20:07,3DD0099E-D606-4CBC-9985-57E58625D633
5/22/17 20:07,3E07FB01-8725-4F0F-801D-5D6AD81BBF55
5/22/17 20:07,6263A870-4D05-469B-9A21-74425B5FC97F
5/22/17 20:07,A173CE4A-25D5-4F9B-A42E-6AF253CE7860
5/22/17 20:07,2B2178DB-637A-40E7-BF79-1E3BEAE48F73
5/22/17 20:07,DB1E8AB0-63CD-4965-A64C-028CFD95F402
5/22/17 20:08,99C69CDC-89FB-4F4B-8E23-B398C1C33235
5/22/17 20:08,E24149B6-593D-4D23-829C-026442404892
5/22/17 20:08,1794F853-C2AF-4A18-B168-B5824FCF6ED9
5/22/17 20:08,5CC81744-F5BC-4883-8139-E089324CE3BE
5/22/17 20:08,4015DD8B-8FD1-4325-9A7C-5C3559BADB3D
5/22/17 20:08,6A769BA8-A6E5-4F53-9F7B-8DDF4C74FD1B
5/22/17 20:08,043155D9-40F4-4E12-A95C-847DB77BF2C7
5/22/17 20:08,E7DD0215-9080-49CD-AD78-B0878DCDD1B2
5/22/17 20:08,4C463B89-6483-49E4-A9BB-A6010F83E2D1
5/22/17 20:08,19D8A5AA-4525-470A-BE8C-6173644D2B49
5/22/17 20:08,153DD21B-EB20-4FB9-938D-90A477A481B3
5/22/17 20:08,1970FD7E-8D34-478C-9165-FC9E14225E6C
5/22/17 20:08,4098FFAA-C453-445F-872A-AD558456E338
5/22/17 20:08,3F89FAFF-5A35-4E31-9904-324BF7CA786D
5/22/17 20:08,647EF746-1C73-4374-9C6C-AAF5A26F5DF9
5/22/17 20:08,E74C4D46-7308-49C3-97A2-BD7414BE2DEF
5/22/17 20:08,7C4749E4-08B2-4700-9597-FCECA887A7AE
5/22/17 20:08,9A3F8365-4B32-48CB-ACA7-32A814ECAB5D
5/22/17 20:08,B15A434B-38FD-43DB-9FEE-9EF1C887AD9F
5/22/17 20:08,919128DF-3DC7-4A15-9BCF-B8A09AC93A20
5/22/17 20:08,42A36456-7374-41A7-92E6-3B7EF6E22864
5/22/17 20:08,B5C5254E-F86B-4C29-9134-0C9C9450E586
5/22/17 20:08,CE16BC8B-3CEA-4588-8A7C-06C57E80D563
5/22/17 20:09,A461205A-9812-4BE1-8CF4-FFE88C151C9F
5/22/17 20:09,37A6C1CA-8479-4171-9FA8-2626AAB77847
5/22/17 20:09,4942736C-568A-4D3D-AB46-7CCC5D2D00BA
5/22/17 20:09,8D9550A9-2DB8-4DDD-9A67-40029C824155
5/22/17 20:09,425301C6-74F5-48FB-B5A3-F2AF051F801E
5/22/17 20:09,51056E84-E9C1-4E30-BA6A-572D5DE0BDB4
5/22/17 20:09,4BB8C386-179C-4D19-9866-1D7BD711839C
5/22/17 20:09,701E6620-234F-4F3B-BB03-03477EDBBE47
5/22/17 20:10,B90C26BE-B1A5-49E7-A52C-0C7D230C737D
5/22/17 20:10,3F78E42B-93FC-4BD4-AACB-0685001952A0
5/22/17 20:10,FA7CD213-C6DE-46B1-8B71-7E65C6B9AB0D
5/22/17 20:10,343D551B-FCAF-4E5B-8428-2A3023ACB71E
5/22/17 20:10,F0B427CE-3968-4677-BC17-A25B09354511
5/22/17 20:10,E6F042E9-7A1C-4848-A8A9-08A08A367358
5/22/17 20:10,FB0C66A5-11C1-4A4D-8B24-C7793EBDAEED
5/22/17 20:10,0EF062E5-1A8D-4DF5-9FE5-29EC3C488C67
5/22/17 20:10,312B5F9D-DB2A-497C-88C8-EC22282E2A82
5/22/17 20:10,E1940776-9462-4356-B4B6-791077F3EF63
5/22/17 20:10,619707BC-138F-49DE-8E4D-250A8D706E06
5/22/17 20:10,90F9F3A6-B292-4BE1-85AF-0CFAFB20386D
5/22/17 20:10,77C860C2-F7EB-4632-9EE3-43B6A03C804A
5/22/17 20:10,6381DFBF-8276-49CA-BABB-2BA4A566ADE9
5/22/17 20:10,BCAF878C-B823-4AAF-A43B-D86F6849F83C
5/22/17 20:11,C5431D68-F0CC-467B-AD6F-215487F5BA4D
5/22/17 20:11,B9D1383B-1341-4060-B748-FFA062A6D7E8
5/22/17 20:11,A2DA19FE-8579-4D82-B6B4-651FFFF9A9BA
5/22/17 20:11,EC24CC1A-AFB8-4A3A-85C9-EB376ED4EBED
5/22/17 20:12,ED0B5DCF-B169-411E-9D13-EDA4C888DCAA
5/22/17 20:12,92F0BF52-AB40-4BB4-AADC-27C5F2E4F314
5/22/17 20:13,F113E4D5-7BAB-493E-8C2A-02310FA25926
5/22/17 20:13,95867D48-6977-4C34-BFE1-89C707AE77C3
5/22/17 20:13,839825F0-0F1B-49A2-B723-7A5D2C60F12A
5/22/17 20:15,4CAC2566-0D07-43D1-9D37-46FC916CBAB6
5/22/17 20:15,65EC1AF6-DA90-4DE9-BBA6-3CDECFF865AA
5/22/17 20:16,79E9B868-111F-4316-A0C4-14EBC70A8B35
5/22/17 20:16,DDC7FBFC-8566-4618-8DA4-1B1485D0B839
5/22/17 20:16,674DA61A-07FF-4CEF-B8F7-41614A8E7026
5/22/17 20:16,2408DC16-BAE2-479E-9D39-9866848DA511
5/22/17 20:17,0B27AC7B-D5BA-461F-93B1-ED204E3CC999
5/22/17 20:44,95FD2575-BCA0-4CD3-9C64-5516F49E7A8A